Name: 广东珠江, URL: http://119.129.238.239:10000/udp/239.77.0.1:5146$720x576, Date: None, Resolution: None, Response Time: 476ms
Name: 广东体育, URL: http://113.67.164.10:8888/rtp/239.77.0.168:5146$1920x1080, Date: None, Resolution: None, Response Time: 482ms
Name: 广东体育, URL: http://113.110.201.133:8888/rtp/239.77.0.168:5146$1920x1080, Date: None, Resolution: None, Response Time: 483ms
Name: 广东体育, URL: http://125.93.74.27:9002/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 487ms
Name: 广东体育, URL: http://113.110.201.133:8888/rtp/239.77.0.112:5146$1920x1080, Date: None, Resolution: None, Response Time: 487ms
Name: 广东体育, URL: http://113.110.201.133:8888/rtp/239.77.1.97:5146$1920x1080, Date: None, Resolution: None, Response Time: 487ms
Name: 广东体育, URL: http://125.93.74.27:9002/tsfile/live/0140_1.m3u8, Date: None, Resolution: None, Response Time: 490ms
Name: 广东体育, URL: http://218.13.170.98:9901/tsfile/live/0019_1.m3u8, Date: None, Resolution: None, Response Time: 491ms
Name: 广东体育, URL: http://113.101.160.29:8888/rtp/239.77.0.112:5146$1920x1080, Date: None, Resolution: None, Response Time: 502ms
Name: 广东体育, URL: http://tenfarr.com:4000/rtp/239.77.0.6:5146$1920x1080, Date: None, Resolution: None, Response Time: 505ms
Name: 广东体育, URL: http://113.101.160.29:8888/rtp/239.77.1.97:5146$1920x1080, Date: None, Resolution: None, Response Time: 507ms
Name: 广东体育, URL: http://113.101.160.29:8888/rtp/239.77.0.168:5146$1920x1080, Date: None, Resolution: None, Response Time: 508ms
Name: 广东体育, URL: http://tenfarr.com:4000/rtp/239.77.0.168:5146$1920x1080, Date: None, Resolution: None, Response Time: 511ms
Name: 广东体育, URL: http://116.4.96.235:4080/udp/239.77.1.97:5146$1920x1080, Date: None, Resolution: None, Response Time: 817ms
Name: 广东体育, URL: http://www.zzlag.top:9087/tsfile/live/1036_1.m3u8?key=txiptv, Date: None, Resolution: None, Response Time: 978ms
Name: 广东体育, URL: http://116.4.96.235:4080/rtp/239.77.0.168:5146$1920x1080, Date: None, Resolution: None, Response Time: 1493ms
Name: 广东体育, URL: http://120.234.49.38:7000/udp/239.20.0.103:2004$1920x1080, Date: None, Resolution: None, Response Time: 2079ms
Name: 广东新闻, URL: http://119.129.238.239:10000/udp/239.77.0.173:5146$720x576, Date: None, Resolution: None, Response Time: 475ms
Name: 广东新闻, URL: http://119.129.238.239:10000/udp/239.77.0.4:5146$720x576, Date: None, Resolution: None, Response Time: 476ms
Name: 广东新闻, URL: http://113.67.164.10:8888/rtp/239.77.0.4:5146$1920x1080, Date: None, Resolution: None, Response Time: 481ms
Name: 广东新闻, URL: http://113.67.164.10:8888/rtp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 482ms
Name: 广东新闻, URL: http://113.110.201.133:8888/rtp/239.77.0.4:5146$1920x1080, Date: None, Resolution: None, Response Time: 482ms
Name: 广东新闻, URL: http://14.29.76.30:9901/tsfile/live/1001_1.m3u8, Date: None, Resolution: None, Response Time: 483ms
Name: 广东新闻, URL: http://113.74.172.147:4000/udp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 483ms
Name: 广东新闻, URL: http://125.93.74.27:9002/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 484ms
Name: 广东新闻, URL: http://113.110.201.133:8888/rtp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 487ms
Name: 广东新闻, URL: http://183.11.239.36:808/hls/5/index.m3u8, Date: None, Resolution: None, Response Time: 493ms
Name: 广东新闻, URL: http://125.89.163.44:8888/udp/239.77.0.4:5146$720x576, Date: None, Resolution: None, Response Time: 499ms
Name: 广东新闻, URL: http://125.89.163.44:8888/udp/239.77.0.173:5146$720x576, Date: None, Resolution: None, Response Time: 500ms
Name: 广东新闻, URL: http://113.101.160.29:8888/rtp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 502ms
Name: 广东新闻, URL: http://113.101.160.29:8888/rtp/239.77.0.4:5146$1920x1080, Date: None, Resolution: None, Response Time: 505ms
Name: 广东新闻, URL: http://mom.cloudns.be:9901/tsfile/live/1008_1.m3u8, Date: None, Resolution: None, Response Time: 604ms
Name: 广东新闻, URL: http://jt.zorua.cn:8787/udp/239.77.0.173:5146$720x576, Date: None, Resolution: None, Response Time: 824ms
Name: 广东新闻, URL: http://jt.zorua.cn:8787/udp/239.77.0.4:5146$720x576, Date: None, Resolution: None, Response Time: 855ms
Name: 广东新闻, URL: http://183.237.246.14:32/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 901ms
Name: 广东新闻, URL: http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8, Date: None, Resolution: None, Response Time: 1092ms
Name: 广东新闻, URL: http://219.137.203.243:9999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1367ms
Name: 广东新闻, URL: http://219.137.203.224:9999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1369ms
Name: 广东新闻, URL: http://119.129.172.119:9999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1369ms
Name: 广东新闻, URL: http://119.129.172.164:9999/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1371ms
Name: 广东新闻, URL: http://lzjzyh.xyz:8888/udp/239.21.0.93:3712$1920x1080, Date: None, Resolution: None, Response Time: 1382ms
Name: 广东新闻, URL: http://116.4.96.235:4080/udp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 1505ms
Name: 广东新闻, URL: http://116.4.96.235:4080/rtp/239.77.0.4:5146$1920x1080, Date: None, Resolution: None, Response Time: 1509ms
Name: 广东新闻, URL: http://120.234.49.38:7000/udp/239.21.0.93:3712$1920x1080, Date: None, Resolution: None, Response Time: 1843ms
Name: 广东新闻, URL: http://183.237.246.14:32/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 2018ms
Name: 广东新闻, URL: http://116.4.96.235:4080/rtp/239.77.0.173:5146$1920x1080, Date: None, Resolution: None, Response Time: 2193ms
Name: 广东新闻, URL: http://116.4.96.235:4080/udp/239.77.0.4:5146$1920x1080, Date: None, Resolution: None, Response Time: 3952ms
Name: 广东卫视, URL: http://39.164.202.90:8899/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 465ms
Name: 广东卫视, URL: http://39.164.202.90:8899/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 475ms
Name: 广东卫视, URL: http://113.57.93.165:9900/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 482ms
Name: 广东卫视, URL: http://125.93.74.27:9002/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 484ms
Name: 广东卫视, URL: http://210.22.75.86:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 485ms
Name: 广东卫视, URL: http://116.233.34.25:7777/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 486ms
Name: 广东卫视, URL: http://210.22.75.86:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 489ms
Name: 广东卫视, URL: http://58.19.244.92:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 489ms
Name: 广东卫视, URL: http://61.175.237.198:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 491ms
Name: 广东卫视, URL: http://27.10.134.196:8003/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 496ms
Name: 广东卫视, URL: http://223.215.3.199:2000/rtp/238.1.78.161:7160$1920x1080, Date: None, Resolution: None, Response Time: 496ms
Name: 广东卫视, URL: http://60.27.20.30:5555/rtp/225.1.1.116:5002$1920x1080, Date: None, Resolution: None, Response Time: 499ms
Name: 广东卫视, URL: http://58.19.244.92:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 500ms
Name: 广东卫视, URL: http://171.120.57.130:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 501ms
Name: 广东卫视, URL: http://59.173.183.242:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 503ms
Name: 广东卫视, URL: http://61.190.129.195:8688/rtp/238.1.78.161:7160$1920x1080, Date: None, Resolution: None, Response Time: 504ms
Name: 广东卫视, URL: http://120.10.101.13:4000/rtp/239.253.92.206:8108$1920x1080, Date: None, Resolution: None, Response Time: 507ms
Name: 广东卫视, URL: http://183.191.247.183:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 507ms
Name: 广东卫视, URL: http://60.10.225.157:555/rtp/239.253.92.206:8108$1920x1080, Date: None, Resolution: None, Response Time: 507ms
Name: 广东卫视, URL: http://171.117.73.233:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 507ms
Name: 广东卫视, URL: http://171.118.171.98:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 509ms
Name: 广东卫视, URL: http://27.10.134.196:8001/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 509ms
Name: 广东卫视, URL: http://27.11.49.234:8002/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 509ms
Name: 广东卫视, URL: http://27.10.76.34:8002/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 510ms
Name: 广东卫视, URL: http://119.98.124.146:4022/rtp/239.254.96.140:8914$1920x1080, Date: None, Resolution: None, Response Time: 510ms
Name: 广东卫视, URL: http://59.173.243.210:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 510ms
Name: 广东卫视, URL: http://124.230.56.162:55555/rtp/239.76.252.189:9000$1920x1080, Date: None, Resolution: None, Response Time: 512ms
Name: 广东卫视, URL: http://58.48.37.158:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 512ms
Name: 广东卫视, URL: http://123.138.216.44:9902/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 513ms
Name: 广东卫视, URL: http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 513ms
Name: 广东卫视, URL: http://59.173.243.210:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 514ms
Name: 广东卫视, URL: http://121.19.134.125:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 515ms
Name: 广东卫视, URL: http://58.57.21.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 516ms
Name: 广东卫视, URL: http://60.220.167.11:8082/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 517ms
Name: 广东卫视, URL: http://27.11.49.234:8004/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 517ms
Name: 广东卫视, URL: http://60.220.167.12:8082/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 517ms
Name: 广东卫视, URL: http://171.117.124.190:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 521ms
Name: 广东卫视, URL: http://58.48.37.158:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 521ms
Name: 广东卫视, URL: http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 523ms
Name: 广东卫视, URL: http://123.138.216.44:9902/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 523ms
Name: 广东卫视, URL: http://110.178.52.75:8083/rtp/239.1.1.49:8049$1920x1080, Date: None, Resolution: None, Response Time: 525ms
Name: 广东卫视, URL: http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 525ms
Name: 广东卫视, URL: http://110.178.52.75:8082/rtp/239.1.1.49:8049$1920x1080, Date: None, Resolution: None, Response Time: 527ms
Name: 广东卫视, URL: http://61.138.128.226:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 527ms
Name: 广东卫视, URL: http://58.57.21.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 533ms
Name: 广东卫视, URL: http://171.117.201.100:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 535ms
Name: 广东卫视, URL: http://171.120.64.204:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 535ms
Name: 广东卫视, URL: http://183.185.252.91:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 537ms
Name: 广东卫视, URL: http://220.164.192.48:50085/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 539ms
Name: 广东卫视, URL: http://223.10.11.187:8082/rtp/239.1.1.49:8049$1920x1080, Date: None, Resolution: None, Response Time: 540ms
Name: 广东卫视, URL: http://61.138.128.226:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 540ms
Name: 广东卫视, URL: http://117.27.190.42:9998/tsfile/live/23270_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 540ms
Name: 广东卫视, URL: http://110.189.102.15:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 543ms
Name: 广东卫视, URL: http://59.48.75.130:3052/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 547ms
Name: 广东卫视, URL: http://220.164.192.48:50085/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 548ms
Name: 广东卫视, URL: http://171.120.64.204:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 549ms
Name: 广东卫视, URL: http://221.213.69.82:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 549ms
Name: 广东卫视, URL: http://171.120.86.128:8085/rtp/226.0.2.146:9080$1920x1080, Date: None, Resolution: None, Response Time: 550ms
Name: 广东卫视, URL: http://61.157.139.15:9901/tsfile/live/2395_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 564ms
Name: 广东卫视, URL: http://223.241.247.214:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 570ms
Name: 广东卫视, URL: http://58.245.97.28:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 570ms
Name: 广东卫视, URL: http://58.245.97.28:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 571ms
Name: 广东卫视, URL: http://223.241.247.214:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 571ms
Name: 广东卫视, URL: http://58.216.229.130:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 572ms
Name: 广东卫视, URL: http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 572ms
Name: 广东卫视, URL: http://58.216.229.130:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 576ms
Name: 广东卫视, URL: http://124.94.193.136:9902/tsfile/live/0125_1.m3u8, Date: None, Resolution: None, Response Time: 649ms
Name: 广东卫视, URL: http://221.213.69.82:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 696ms
Name: 广东卫视, URL: http://36.35.16.98:9901/tsfile/live/0001_27.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 733ms
Name: 广东卫视, URL: http://wuqianmu.synology.me:4000/udp/232.0.0.130:1234, Date: None, Resolution: None, Response Time: 881ms
Name: 广东卫视, URL: http://www.akw323.com:9527/udp/238.255.2.59:5999$1920x1080, Date: None, Resolution: None, Response Time: 882ms
Name: 广东卫视, URL: http://113.218.230.180:8081/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 927ms
Name: 广东卫视, URL: http://113.218.230.180:8081/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 929ms
Name: 广东卫视, URL: http://58.51.111.46:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 936ms
Name: 广东卫视, URL: http://nas.tuyuannet.cn:8800/rtp/239.37.0.12:5540$1920x1080, Date: None, Resolution: None, Response Time: 957ms
Name: 广东卫视, URL: http://sweetown.fun:4000/rtp/239.3.1.142:8048$1920x1080, Date: None, Resolution: None, Response Time: 988ms
Name: 广东卫视, URL: http://58.220.219.14:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1064ms
Name: 广东卫视, URL: http://58.220.219.14:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1068ms
Name: 广东卫视, URL: http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1090ms
Name: 广东卫视, URL: http://121.19.134.125:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1121ms
Name: 广东卫视, URL: http://27.11.60.108:8002/rtp/225.0.4.84:7980$1920x1080, Date: None, Resolution: None, Response Time: 1240ms
Name: 广东卫视, URL: http://120.234.5.28:6000/udp/239.20.0.101:2000$1920x1080, Date: None, Resolution: None, Response Time: 1365ms
Name: 广东卫视, URL: http://183.191.212.247:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1531ms
Name: 广东卫视, URL: http://117.27.190.42:9998/tsfile/live/23270_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1548ms
Name: 广东卫视, URL: http://183.191.212.247:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1549ms
Name: 广东卫视, URL: http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1560ms
Name: 广东卫视, URL: http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 1604ms
Name: 广东卫视, URL: http://iptv.yjxfz.com:80/tv/play/4/28EE2530J8J5EE8E/N9E90D28495IN71E$2560x1440, Date: None, Resolution: None, Response Time: 1642ms
